,Unnamed: 0,tanggal,sentiment,topic,text
10244,10244,10/04/21,netral,syarat,min mau tanya kalau mau naik kereta jawa kalau sudah vaksin masih harus swab atau genose
10245,10245,10/04/21,netral,lain,kereta api melintas di jalan yos sudarso madiun
10246,10246,10/04/21,netral,jadwalrute,sancaka mana
10247,10247,10/04/21,netral,lain,min boleh cek dm saya
10248,10248,10/04/21,netral,lain,halo min mohon cek dm ya terima kasih
10249,10249,10/04/21,netral,aturan,admin sampai saat ini anak anak usia belum bisa naik kereta ya
10250,10250,10/04/21,netral,jadwalrute,halo min izin tanya saya mau berangkat bandung jakarta tiket saya dari kota bandung tapi kalau mau naik dari cimahi apa bisa terima kasih
10251,10251,10/04/21,netral,syarat,dear perjalanan cepu bagaimana syaratnya
10252,10252,10/04/21,netral,jadwalrute,dear perjalanan cepu harus menempuh kereta apa
10253,10253,10/04/21,netral,lain,gapapa belum jam
10254,10254,10/04/21,netral,syarat,oiya satu lagi min lupa masih harus swab antigen atau genose
10255,10255,10/04/21,netral,lain,oke makasih min
10256,10256,10/04/21,netral,ticketing,selamat sore min mengubah nomor hp di kai access gimana ya
10257,10257,10/04/21,netral,lain,min cek dm min
10258,10258,10/04/21,netral,lain,boleh bantu dm saya min thank you
10259,10259,10/04/21,netral,aturan,kalo mau bawa sepeda bisa tidak yah kalo bisa gimana
10260,10260,10/04/21,netral,syarat,jenis vaksin apa ya min
10261,10261,10/04/21,netral,syarat,min mau tanya jadwal rapid test di stasiun senen sampai jam berapa ya
10262,10262,10/04/21,netral,syarat,min sekarang masih ada ga ya mengadakan vaksin di stasiun cirebon cirebon prujakan
10263,10263,10/04/21,netral,lain,mohon cek dm railmin
10264,10264,10/04/21,netral,lain,siap terima kasih min
10265,10265,10/04/21,netral,ticketing,sampai sekarang di aplikasi tidak muncul hasil antigennya
10266,10266,10/04/21,netral,lain,off stasiun gambir in jakarta pusat dki jakarta
10267,10267,10/04/21,netral,lain,makasih infonya min
10268,10268,10/04/21,netral,syarat,selamat sore min mohon infonya untuk antigen bisa di stasiun bekasi
10269,10269,10/04/21,netral,lain,senen min untuk tujuan maos cilacap
10270,10270,10/04/21,netral,syarat,mi mau bertanya saya kemarin rapid jam siang untuk keberangkatan kereta nati malam saya harus di rapid lagi
10271,10271,10/04/21,netral,jadwalrute,info min stasiun terdekat dari bandara halim perdana kusuma stasiun apa ya bisa langsung tasikmalaya
10272,10272,10/04/21,netral,aturan,selamat sore min saya mau bertanya anak dibawah umur sudah bisa melakukan perjalanan jarak jauh
10273,10273,10/04/21,netral,syarat,untuk harga tes antigen nya berapa min
10274,10274,10/04/21,netral,lain,ribet min buat tinggal di babat bojonegoro harus muter gubeng dulu
10275,10275,10/04/21,netral,aturan,aturan apa itu
10276,10276,11/20/21,netral,syarat,halo layanan swab antigen di stasiun gambir untuk minggu ada tidak ya
10277,10277,11/20/21,netral,ticketing,bayi udah harus beli tiket sendiri kak
10278,10278,11/20/21,positif,experience,min saya senang saat tiba waktu sholat kondektur selamat menunaikan ibadah sholat malabar arah malang
10279,10279,11/20/21,netral,ticketing,min mau nanya kalau pembatalan tiket kajj bagaimana ya
10280,10280,11/20/21,netral,lain,gimana ini armad lebih bersih ya
10281,10281,11/20/21,negatif,lain,jorok banget kek gini excellence
10282,10282,11/20/21,netral,syarat,min antigen di stasiun bekasi jam operasional dari jam berapa sampai jam berapa dan tarif nya berapa thanks
10283,10283,11/20/21,negatif,fasilitas,halo saya naik kereta argo sindoro tambahan di kereta apa kereta ini sebelum jalan tidak pernah di cek kebersihannya bagasi tempat menaruh barang kotor dan barang bawaan saya korbannya gimana sih eksekutif loh ini
10284,10284,11/20/21,netral,pelayanan,pelayanan di stasiun tawang sampai jam berapa ya min
10285,10285,11/20/21,netral,syarat,jam swab antigen di stasiun gambir kapan berapa biayanya
10286,10286,11/20/21,netral,ticketing,admin saya dengan raynata mau tanya untuk refund tiket kereta api pembelian di traveloka gimana ya
10287,10287,11/20/21,negatif,fasilitas,min nanya ac di kereta emang bisa di adjust sesuai kebutuhan tidak sih ni naik krl dari yogyakarta solo ac nya kenceng bener mana habis hujan juga tambah dingin suaranya sampai kayak hair dryer matur nuwun
10288,10288,11/20/21,netral,lain,joglosemarkerto min
10289,10289,11/20/21,netral,lain,min bales dm ku
10290,10290,11/20/21,netral,syarat,sore admin di stasiun bekasi apa ada kegiatan vaksin ibu saya berencana mau naik kereta tujuan semarang tapi belum vaksin bisa vaksin di stasiun keberangkatan bekasi
10291,10291,11/20/21,netral,lain,cek kembali
10292,10292,11/20/21,netral,syarat,halo min layanan antigen di stasiun kiaracondong dari jam berapa sampai jam berapa ya
10293,10293,11/20/21,netral,lain,bales dm ku min
10294,10294,11/20/21,netral,lain,jadi harus daftar di stasiun dulu yah
10295,10295,11/20/21,netral,syarat,min operasional layanan antigen di stasiun pasar senen dari jam berapa sampai jam berapa dan harga berapa
10296,10296,11/20/21,netral,syarat,min untuk pelayanan antigen di statsiun blitar sampai jam berapa ya
10297,10297,11/20/21,netral,lain,cek dm min
10298,10298,11/20/21,netral,ticketing,yth admin saya pengguna kai access sudah bertahun setelah ada update terakhir ada cek vaksin aplikasi sangat lambat dan freeze praktis tidak bisa dipakai pesan tiket sama sekali developernya tidak cek kompatibilitas sebelum release publik
10299,10299,11/20/21,netral,ticketing,halo admin saya mau bayar tiket kereta api lewat atm bca tapi kenapa kode perusahaannya salah terus ya kodenya tapi salah
10300,10300,11/20/21,netral,jadwalrute,di buat berhenti di stasiun tarif khusus diturunin rugi kalau tidak jalan samsek fyi
10301,10301,11/20/21,netral,syarat,min mau nanya kalo naik kereta kota semarang poncol pemalang untuk anak belum vaksin yo boleh makasih
10302,10302,11/20/21,negatif,jadwalrute,gabisa gitu argo anggrek harusnya tetep sampai gambir rugi lakan kai
10303,10303,11/20/21,netral,jadwalrute,min saat in tersedia kereta mutiara timur jurusan banyuwangi yogyakarta
10304,10304,11/20/21,netral,syarat,untuk layanan rapid antigen jadwalnya dari jam berapa sampai jam berapa ya saya dari stasiun tegal jakarta terima kasih
10305,10305,11/20/21,netral,fasilitas,kalo minta air panas di dalam kereta kira kira boleh tidak ya
10306,10306,11/20/21,negatif,lain,bilang aja rangkaiannya dilebur susah min cc
10307,10307,11/20/21,netral,syarat,kalau di stasiun bekasi ada pelayanan swab antigen dan buka jam berapa min
10308,10308,11/20/21,netral,lain,okay terima kasih admin
10309,10309,11/20/21,netral,lain,yeay makasih banyak
10310,10310,11/20/21,netral,syarat,tes antigen di stasiun yogyakarta buka dari jam berapa sampai jam berapa ya
10311,10311,11/20/21,netral,jadwalrute,min saya tidak nemu tegal ekspres ya
10312,10312,11/20/21,netral,jadwalrute,iya itu saya maksud min kalo untuk jalur lain seperti surabaya banyuwangi apa ada info ya kak dibuka mulai kapan
10313,10313,11/20/21,netral,syarat,kak kalo saya naik kereta sri tanjung jam apa keburu ya rapidnya jam pagi
10314,10314,11/20/21,netral,lain,min cek dm
10315,10315,11/20/21,netral,jadwalrute,sore kak mau tanya untuk layanan sepeda ada mulai dari jalur banyuwangi surabaya atau
10316,10316,11/20/21,netral,syarat,sore kak layanan rapid di stasiun jember berapa ya masih ribu terima kasih
10317,10317,11/20/21,netral,syarat,min anak usia apa harus antigen juga
10318,10318,11/20/21,positif,lain,mantap
10319,10319,11/20/21,netral,ticketing,sudah saya cek di kai access tapi tidak ada ya min
10320,10320,11/20/21,netral,lain,besok malang dulu pake malabar
10321,10321,11/20/21,netral,lain,oke terima kasih
10322,10322,11/20/21,netral,lain,terima kasih
10323,10323,11/20/21,netral,ticketing,lansia umur dapet reduksi ga
10324,10324,11/20/21,netral,lain,pulang banjar kapan
10325,10325,11/20/21,netral,syarat,min berapa lama proses swab antigen di stasiun gambir ya
10326,10326,11/20/21,netral,lain,sampai jam biasanya
10327,10327,11/20/21,netral,lain,ga tau nih haha saya nginep di my studio hotel deket gubeng
10328,10328,11/20/21,netral,lain,halo admin bisa minta tolong cek dm saya min
10329,10329,11/20/21,netral,lain,hayu bales lagi min
10330,10330,11/20/21,netral,lain,noted terima kasih infonya ya
10331,10331,11/20/21,netral,syarat,selamat sore terkait layanan antigen di stasiun gambir silahkan mention dan menunggu balasan dari terima kasih
10332,10332,11/20/21,netral,lain,halo min mau nanya
10333,10333,11/20/21,netral,lain,belum ada
10334,10334,11/20/21,netral,syarat,halo untuk layanan antigen di stasiun pasar senen ini sampai jam berapa ya
10335,10335,11/20/21,netral,syarat,permisi untuk tes antigen di stasiun pasar senen buka dari jam berapa sampai jam berapa ya
10336,10336,11/20/21,netral,syarat,stasiun lempuyangan antigennya dari jam berapa sampai jam berapa ya
10337,10337,11/20/21,netral,jadwalrute,boleh tau info jadwal kereta merak rangkasurabaya pasar turitung untuk keberangkatan besok pagi
10338,10338,11/20/21,netral,syarat,min mau tanya minggu swab antigen di stasiun gambir bisa kah
10339,10339,11/20/21,netral,lain,caper ded
10340,10340,11/20/21,netral,jadwalrute,semoga ini kereta api lokal cibatu diperpanjang rute sampai garut kota
10341,10341,11/20/21,netral,lain,dan by selalu di hati
10342,10342,11/20/21,netral,ticketing,kalau lansia dapet reduksi ga
10343,10343,11/20/21,netral,syarat,halo bengawan dari pasar senen purwokerto apa hasil tes antigen
10344,10344,11/20/21,netral,lain,min hayu bales dmku
10345,10345,11/20/21,netral,syarat,selamat sore min min saya bertanya min besok saya ada keberangkatan jember menggunakan ka lokal adek saya ini dibawah dan belum vaksin adek saya masih bisa menaiki kereta
10346,10346,11/20/21,netral,lain,lowongan kerja di anak usaha pln dan kai
10347,10347,11/20/21,netral,ticketing,min tidak bisa pesen tiket via aplikasi mana aja ya
10348,10348,11/20/21,netral,jadwalrute,min kapan cc livery biru putih sama merah biru jawa
10349,10349,11/20/21,netral,lain,oke min thanks infonya
10350,10350,11/20/21,netral,syarat,di stasiun solo menyediakan layanan vaksin dosis ga
10351,10351,11/20/21,netral,lain,halo min tolong cek dm ku ya
10352,10352,11/20/21,netral,ticketing,min mau tanya salah penginputan pas pesan no id ktp salah itu gimana harus ganti kah
10353,10353,11/20/21,netral,lain,sudah aku dm ya min
10354,10354,11/20/21,netral,lain,belum direspon min
10355,10355,11/20/21,netral,lain, ribu dapat berapa lembar mas
10356,10356,11/20/21,netral,lain,benefitnya apa aja ya
10357,10357,11/20/21,positif,fasilitas,coba aja kalau vertikal garden seperti ini diperbanyak kalau stasiun jatinegara fokus jadi stasiun dengan nature ambience jelas nature is relaxing its scientific proven hiasan taman ada di concourse sangat cantik
10358,10358,11/20/21,netral,lain,min dari tadi di dm twitter ig chat wa gaada bales ih
10359,10359,11/20/21,netral,ticketing,halo kalau dari premium bisa update eksekutif ga ya untuk argo parahyangan
10360,10360,11/20/21,netral,lain,mohon maap nih rmu itu swasta bukan bumn anak bumn iya
10361,10361,11/20/21,netral,syarat,kalo sudah vaksin kali dan ada sertifikat vaksin tetap harus antigen ya kereta gambir jogja
10362,10362,11/20/21,netral,lain,gambir min
10363,10363,11/20/21,netral,aturan,ada kebijakan baru tidak ya terkait ini mau naik kai soalnya pas tanggal desember
10364,10364,11/20/21,netral,syarat,kalo mau naik kereta jarak jauh belum vaksin dan tidak ada surat dokter apa boleh pake antigen
10365,10365,11/20/21,netral,lain,mas mau kemana lagi
10366,10366,11/20/21,netral,aturan,admin mau nanya sekarang kapasitas penumpang berapa persen ya
10367,10367,11/20/21,netral,ticketing,yg tidak boleh ditempati kursi mana min masih tersedia semua tidak seperti maping dari kai
10368,10368,11/20/21,netral,aturan,tapi untuk kereta lokal sudah tidak ada pembatasan ya min apa saya salah
10369,10369,11/20/21,netral,syarat,siang min kereta tujuan semarang apa menunjukan hasil tes antigen berangkat dari brebes terima kasih
10370,10370,11/20/21,netral,lain,pake wilis juga saya kemaren
10371,10371,11/20/21,netral,syarat,halo min untuk kereta joglosemarkerto harus pakai antigen ga ya
10372,10372,11/20/21,netral,fasilitas,min tarif parkir inap mobil di stasiun gambir berapa ya
10373,10373,11/20/21,negatif,fasilitas,ini tidak mau ganti model parkir sepeda lebih kokoh kah ya ringkih betul
10374,10374,11/30/21,netral,lain,min tolong bales dm sekarang makasih
10375,10375,11/30/21,netral,lain,widih ngeri cuy proposal udah masuk tuh negara ditambah anggota baru belum lain nya nyayur dach cuan pokonya
10376,10376,11/30/21,netral,lain,ini naik kereta nederlandsch indische spoorweg tapi nge tag nya instagrammya staats spoorwegen
10377,10377,11/30/21,netral,ticketing,hai admin untuk ka bangunkarta dari purwokerto yogyakarta tersedia potongan harga untuk pembelian jam sebelum keberangkatan tidak ya min thank you
10378,10378,11/30/21,netral,lain,gue udah beli tiket jir
10379,10379,11/30/21,netral,lain,min tolong cek dm ya
10380,10380,11/30/21,netral,syarat,kalau naik kereta jarak jauh rapid test antigennya boleh tes di luar stasiun ga min
10381,10381,11/30/21,netral,lain,min tolong cek dm terima kasih
10382,10382,11/30/21,netral,lain,baru cek sudah gajian
10383,10383,11/30/21,netral,lain,tidak peduli kak pokoknya ini harus gajian
10384,10384,11/30/21,netral,lain,sekarang rabu ya
10385,10385,11/30/21,netral,lain,min cek dm mau bertanya makasih
10386,10386,11/30/21,netral,ticketing,kalau kode booking ada nama dan mau saya batalkan hanya tetapi nomor rekenimg saya lampirkan atas nama itu bisa tidak
10387,10387,11/30/21,netral,lain,sambut senindengan penuh semangat dan keyakinan akan lebih baik dibanding kemarin sahabat kai
10388,10388,11/30/21,netral,lain,mohon cek dm min thanks
10389,10389,11/30/21,netral,lain,momen malem lintas selatan bagus
10390,10390,11/30/21,netral,ticketing,kalau sudah terlanjur beli tiket bagaimana min akan full refund
10391,10391,11/30/21,netral,syarat,siang min mohon infonya untuk bayi usia dan balita harus antigen juga kereta serayu dari stasiun maos purwakarta
10392,10392,11/30/21,netral,lain,makasih min
10393,10393,11/30/21,netral,syarat,sama mau tanya untuk rapid antigen kalau dari klinik boleh ga ya tidak swab di kai gitu
10394,10394,11/30/21,netral,jadwalrute,bukan ka lokal min sudah beroperasi apa saja
10395,10395,11/30/21,netral,lain,dari stasiun yogyakarta stasiun pasar senen min
10396,10396,11/30/21,netral,lain,stasiun bekasi min
10397,10397,11/30/21,netral,jadwalrute,halo min untuk ka senja utama solo tanggal desember masih on schedule kah saya sudah beli tiketnya tapi tiba jadwalnya menghilang
10398,10398,11/30/21,netral,lain,turangga malem nyegat gimana
10399,10399,11/30/21,netral,lain,jepretan fotografer lokal brebes saat lokomotif livery vintage melintas di stasiun larangan brebes
10400,10400,11/30/21,netral,lain,halo admin cek dm
10401,10401,11/30/21,netral,ticketing,pembelian tiket go show bisa di apikasi kai access atau harus langsung loket
10402,10402,11/30/21,netral,ticketing,min kalo reschedule tiket sore ini buat besok dari bisa atau saya harus loket stasiun terdekat ya tanya
10403,10403,11/30/21,netral,jadwalrute,min ka lokal jabodetabek ada apa aja ya tujuan bekasi jakarta ada ga
10404,10404,11/30/21,netral,syarat,min di stasiun purwakarta ada layanan swab antigen juga kah buka mulai berapa dan harganya berapa ya
10405,10405,11/30/21,netral,lain,cek dm min mau bertanya
10406,10406,11/30/21,netral,syarat,min mau tanya dari semarang jakarta kalo sudah vaksin lengkap mesti tes antigen pcr kah
10407,10407,11/30/21,netral,lain,siap min
10408,10408,11/30/21,netral,lain,turangga
10409,10409,11/30/21,netral,syarat,selamat pagi layanan tes antigen di stasiun bekasi dari jam berapa sampai jam berapa terima kasih
10410,10410,11/30/21,netral,ticketing,bagaimana mengubah nomor telepon saya di aplikasi kai access ya
10411,10411,11/30/21,netral,lain,stasius pasar senen mas
10412,10412,11/30/21,netral,lain,cek dm min
10413,10413,11/30/21,netral,lain,terima kasih min
10414,10414,11/30/21,netral,syarat,terima kasih kak kalo ka kaligung stasiun pekalongan tujuan semarang poncol juga harus rapid antigen kak
10415,10415,11/30/21,netral,jadwalrute,min admin mau tanya untuk kereta aglomerasi dalam menghadapi kebijakan ppkm level nanti apa mau diistirahatkan dulu
10416,10416,11/30/21,netral,lain,terima kasih ya min
